name,xTB_ene
ZTQSAGDEMFDKMZ_21_0_0,-16.557604
ZTQSAGDEMFDKMZ_2_0_1,-16.541634000000002
ZTQSAGDEMFDKMZ_2_0_3,-16.538241
ZTQSAGDEMFDKMZ_5_0_0,-16.494149999999998
ZTQSAGDEMFDKMZ_5_0_2,-16.49501
ZTQSAGDEMFDKMZ_5_1_1,-16.556487999999998
ZTQSAGDEMFDKMZ_7_0_0,-16.562275
ZTQSAGDEMFDKMZ_7_0_1,-16.55495
ZTQSAGDEMFDKMZ_7_0_3,-16.468571999999998
ZTQSAGDEMFDKMZ_9_0_0,-16.559142
ZTQSAGDEMFDKMZ_9_0_1,-16.558033
ZTQSAGDEMFDKMZ_9_0_2,-16.559728
